real_A1, imag_A1, real_A2, imag_A2, tlast
351a, 1811, 0e7f, 026c, 0
d18f, c08d, 07c8, 6709, 0
b962, 0523, 9d49, ec02, 0
5375, 2921, cf08, beb3, 0
e45b, e905, 18b6, ceff, 0
9e44, 0ecf, ffa7, a2ab, 0
5674, 1d09, c08c, c5cb, 0
f5e3, 1295, b5d1, ca7e, 0
3b81, 3378, face, 7665, 0
c26f, 1307, 3924, ed10, 0
1b80, 9fdc, 1426, abe1, 0
30be, ecd5, 9d98, e87a, 0
e751, f33e, 4218, 254d, 0
f8aa, 3bc0, 482b, ec50, 0
ddf2, cb1c, fb38, 4c9d, 0
f8d1, 2219, 6fb8, fd38, 0
5edb, 0e14, 1648, 2778, 0
c068, c2f4, 19bc, d478, 0
1226, 331b, a390, e68a, 0
cc32, bf59, 0f15, c1c4, 1
eecc, fef3, ef14, 5b0a, 0
cde2, 2832, eb63, 4e1e, 0
0518, 190e, e4da, 5b9d, 0
f8ac, 4b25, fb00, d134, 0
d68c, 029b, e167, e734, 0
73df, 05f5, 46f3, e270, 0
65e9, f424, e625, 5dc9, 0
d871, 54dd, 1272, 03e9, 0
ef8e, 2166, d8d8, 4ad4, 0
1323, b918, de8f, dcd5, 0
be28, 2bd2, 3122, 33d5, 0
1419, d364, 3a97, ecdd, 0
1206, 1a1c, 3dbc, dcb8, 0
48c0, 17bc, 0574, 26a1, 0
bc6f, 2bb7, 005c, 0d42, 0
2b39, e09d, c82d, d5e1, 0
3907, d1ab, 40d6, c352, 0
f6f5, bbbb, fe1a, 86f1, 0
028f, 2ba4, 28d6, eba1, 0
2111, fb18, 0875, 27c3, 1
1578, c681, 09b6, a2de, 0
200e, b654, e1fd, 2b0b, 0
899b, fed6, 9ac9, 1974, 0
49b2, cc82, fd2a, 6c57, 0
5342, f290, ee18, 040f, 0
2528, e5b2, d6cf, eb4b, 0
50b6, 2b02, 3480, 33c7, 0
13ee, c522, 4339, 3a27, 0
349e, ebde, b21e, f6f2, 0
e07e, d6d5, 4399, de68, 0
95b1, f766, 4232, 0072, 0
b12c, f8e7, 33ab, 0460, 0
21f9, ffef, e159, f0cb, 0
31a4, b277, 30f9, 2fbc, 0
fdbc, 539a, 0ae6, 3460, 0
012f, f671, a793, ee45, 0
3075, 1de5, 0669, 41ea, 0
d66e, de05, 319d, b2e1, 0
1205, 1742, f100, c7e8, 0
e041, 4770, 05f3, 0972, 1
13e9, c954, f911, 9232, 0
db0f, fd55, fe49, 5f8f, 0
07df, a19b, e133, 4842, 0
fc2b, 4c68, b98e, 358a, 0
180c, 9f09, 1313, 545a, 0
fdee, defd, ed27, 2a45, 0
ad32, 1977, bd3c, cd23, 0
c595, 0297, 9531, 0852, 0
f905, 0898, 0be2, 314a, 0
412b, d061, 1621, 16ec, 0
e938, 2279, cc17, fec8, 0
0863, 37ef, b54e, 2d6a, 0
9dba, 13df, 2d20, 1b6b, 0
409a, ee87, 1460, e894, 0
a9f4, 26da, fa4f, b789, 0
e9ba, 5628, 3b5e, 23ff, 0
d79a, d3f1, 6314, e6ea, 0
fcf1, 6c4c, 42d1, 2a20, 0
09b8, 372f, e22d, c780, 0
f41d, 1ad0, 0bca, e5f3, 1
12ae, 54df, 6496, 07e9, 0
4e28, f01f, b021, 1cad, 0
ff35, a2fa, a868, e689, 0
442b, 0454, 10d8, abec, 0
e25e, c39e, b0ec, ef07, 0
e10d, aa82, e661, d9b1, 0
709b, f159, b593, 0ace, 0
b797, e0a3, 9227, fd7a, 0
3340, 0af8, 0fac, 4995, 0
1b69, 43bd, cb16, f940, 0
4ed4, 2196, 20b9, 3c09, 0
cab4, 0d52, ee4a, 58d5, 0
eea3, 06bf, 0262, 7d7d, 0
2038, 2e00, fa4e, 7342, 0
b920, 01f9, e3bd, 5f48, 0
e964, be14, 50f5, 10e4, 0
144a, b300, eaf6, d79b, 0
db6c, 2380, e47b, ff60, 0
d49a, 40cf, f8a8, 300e, 0
0c46, e682, 416c, f2b2, 1
f6d6, b2b8, 344c, 1037, 0
0d9d, 0c93, fd3d, f2ea, 0
cb57, 0ea4, 3605, 19f7, 0
be28, 09b2, d689, 3931, 0
402c, cd83, 6f6c, 0ab0, 0
2a18, 31ed, 34f7, 28f1, 0
2142, ed63, cc55, 19d5, 0
e294, 3383, 1d29, d47d, 0
b6e3, cc26, db15, 0af2, 0
26e7, d391, 3e6b, 0949, 0
0ab7, 26e7, f86e, dbaa, 0
1a33, e283, 1772, 3dc1, 0
eaa0, f969, 196b, acf7, 0
0b22, 33d0, fb7a, adab, 0
5107, 22d6, f93c, 1424, 0
25e3, da0a, 553e, 07a3, 0
fa2f, 981f, 5db8, edc7, 0
cf4f, 29f8, 12a8, 1922, 0
5ba8, ea7b, 4cda, 10c6, 0
e254, 04b5, 059b, 3e52, 1
14a0, ff0e, fc04, a11f, 0
1efc, 584c, 697e, 0d52, 0
3780, ecd4, 33a7, 3340, 0
d06c, b0e4, 8606, ffb0, 0
0e86, 6b67, d573, d1c4, 0
4ca9, d98f, c13a, 406b, 0
3269, 35bd, 43ab, 1b69, 0
11e4, 5b7a, 1be5, 0f19, 0
403b, f7c5, f181, ac62, 0
de2b, aa69, 4dd1, 074e, 0
c689, bf02, a259, edeb, 0
0af9, d6c5, 23f1, 38f6, 0
b5db, 2d0c, 1378, e6f8, 0
e5e8, 4716, 17dd, b3ec, 0
1f32, 0301, bd1a, 1a0a, 0
01af, ebc6, 7c3d, 0072, 0
f6c1, 4b25, 0411, 3e38, 0
0431, 8b73, 916d, 070d, 0
9103, 0f41, 496f, d1e7, 0
fe81, cda3, dd2c, 20e6, 1
fc27, e074, 58a5, e93b, 0
00a7, 7b11, fdd1, 9f96, 0
237b, 025a, ebb7, 0748, 0
8dbb, 0331, 015d, 6f5a, 0
d9e8, 2972, 1904, f934, 0
eb5a, 69a1, cc04, 2cf6, 0
b8e1, 1093, 1921, 0b32, 0
9f75, e763, df83, eb08, 0
d167, b714, 08fb, b37a, 0
c053, ecab, a189, f678, 0
00f3, 3898, d5f1, 22fe, 0
c708, 2d8f, 08d8, 2919, 0
0a15, daa3, c8ab, 3445, 0
faab, be8c, 6833, 026e, 0
30d4, 16ca, f418, ad8e, 0
c659, 1da1, a5ad, e812, 0
2eee, dbe1, 9df0, 13cd, 0
da4f, ccdb, 277a, da99, 0
0fdd, 1ea6, e9a0, 20aa, 0
40f3, 0ea0, 0cf4, e2a3, 1
b43e, fa71, 1342, 44d3, 0
f8c7, 3aaa, 294a, aeb3, 0
4989, 19f7, f56e, 0ba7, 0
479b, cde6, 3842, 1eee, 0
e870, 3f68, 477c, 1a31, 0
3246, d1d3, dfa8, 0b1c, 0
ae03, e4b4, 26ba, d222, 0
0c71, afa2, 57e0, 03d6, 0
ba93, fcce, 0f4b, a1f6, 0
8c8b, 0c07, 1e9a, 5a39, 0
1cd4, b47f, 6950, f3bb, 0
3922, 2f1e, 267d, ab24, 0
32c3, 495d, e1aa, c1fb, 0
3adf, f613, a89f, 09bd, 0
e9da, eb44, f9e8, 6edd, 0
ff59, 8f9c, f71c, c132, 0
a2c3, f03b, eac8, fad5, 0
e859, f252, dede, d58e, 0
eef7, 58cc, c6f9, c8e6, 0
fcea, 8bad, 3e98, 3af0, 1
c0a5, 22ae, d91c, e824, 0
f337, f240, df9a, e78b, 0
1727, 9e79, f99b, d1f9, 0
058d, 2020, d115, 1067, 0
d6e3, 504b, 1fc5, efc2, 0
2d2e, 0696, 4d29, 26de, 0
1ebe, 4542, 1479, f3ee, 0
2ffb, e4db, e4e4, 555a, 0
f62c, 9d88, 1a8e, 2681, 0
a041, e2eb, d356, cba9, 0
deba, aa82, a8aa, e490, 0
3cd4, 4066, db65, 1be5, 0
c9c1, 2ae5, 598a, 2611, 0
4fa4, 2a80, 1a47, aafb, 0
0c30, 975e, d630, d3d0, 0
14dc, 3df4, d012, d215, 0
ea44, ba96, ee18, a676, 0
db68, e53a, 153d, 54ac, 0
c53b, 1801, d33c, c276, 0
12c3, 5e45, 5d80, 0bab, 1
4af2, f2cd, 5b5e, 1e39, 0
1b0d, 070d, 6a07, 12cb, 0
35ab, b8cd, ea8e, f750, 0
f57e, a700, 0e32, ec10, 0
b7e4, 0617, ef26, d615, 0
aaad, e970, b25b, e4a7, 0
115d, a71c, 9c70, ed5d, 0
4c00, 17d7, 4b17, 2371, 0
dba9, cb3b, 7e12, fea2, 0
e7d3, b61c, f5c3, 9f9f, 0
3a67, fe64, 6854, 0701, 0
7019, f614, 4f4f, fd34, 0
2267, e690, 4db1, fc25, 0
c2e6, 1ea2, 0139, 7162, 0
0b09, 9dac, bccb, e965, 0
0fc0, c449, 1380, aa55, 0
f8ca, 974f, 5aa9, f29f, 0
8876, 06f5, 2f84, 421b, 0
d749, b892, 0f89, a65f, 0
ef0e, b0b9, fff2, 0c88, 1
0746, 4fc8, f3a2, 61bd, 0
e7e4, 3c73, 069e, b810, 0
2d21, af4f, 60ba, f9ba, 0
39ec, c073, 53a1, 03fb, 0
e080, 37ec, 2546, e834, 0
a857, 27f3, 4243, 2ad5, 0
fd10, a738, 0cd6, 4b60, 0
5fa7, 1f02, 3add, e7e6, 0
0e7b, f6bc, fc96, 9b2f, 0
13e5, deec, f431, 90a6, 0
2d13, f610, 1c36, 232f, 0
3164, c9a8, d3f7, c0a0, 0
0c19, 529c, fd21, 551c, 0
3687, c238, cf57, eb58, 0
2b38, bfe9, 584e, 1c79, 0
8cf1, fd29, e788, 24e0, 0
9f9b, 11ca, 39cd, e981, 0
1527, 4a25, 3882, 216f, 0
bef2, 0459, 489d, 054f, 0
c12e, 2bf9, 0879, d6c8, 1
d3b7, 23b6, 63e8, e6f7, 0
e5c4, 06a8, e0d6, 1c57, 0
23c3, b84f, 06f7, c961, 0
0c45, 9d05, 1261, e948, 0
06fa, 395a, 0694, 8af1, 0
d7a3, 0ac9, f2b1, ce43, 0
cb90, 24ed, 0599, 161e, 0
ff51, c49d, db2b, 56c8, 0
4533, 0860, d029, 35dc, 0
d195, cd97, 29a6, 1a13, 0
3b56, 39a4, e7da, adeb, 0
5396, 2a6c, 4f4a, d4d4, 0
f9e7, b4d0, 39b5, 0937, 0
9da8, 1691, f728, c501, 0
502b, 0ec8, f063, d972, 0
4536, da4a, 3a4f, 386a, 0
4c27, f138, c5e0, 32c7, 0
c9e5, bc55, 9930, e81f, 0
3549, d92b, d0db, 109c, 0
0ed9, 4da7, abb2, f588, 1
0033, 8cb6, f3c4, 9395, 0
6d78, 0778, b84a, 0364, 0
2b87, 1793, f147, f57a, 0
1351, 4129, fbd3, 5e6c, 0
5ce9, 0a07, e3b4, 58cc, 0
e5d1, d9e2, 3fb9, dcde, 0
0e4d, 5157, 23cd, cf40, 0
58ac, 090c, ffb1, 3ce8, 0
9889, ee5b, ec65, c5ca, 0
393f, 1b66, a5a7, 1bdd, 0
fccf, 85b8, eaf3, ea27, 0
e2ff, a49e, 2b7a, db9e, 0
fe52, 1f3e, 153e, 4fa1, 0
d30b, 4e0f, 11d1, c8cd, 0
d799, 29c2, c795, 04c0, 0
7195, fa3b, 9d89, ebf0, 0
f5bf, c596, ff82, c4a2, 0
e3c7, ee97, f044, 3797, 0
54f4, 0a57, a820, 0a2f, 0
e7f1, de0a, 2e19, de3d, 1
1372, bef5, 645a, e9c6, 0
034c, 750a, 3d8c, ca57, 0
bba4, 21cd, 0fc0, ca5c, 0
18ac, e588, b271, e3a1, 0
4d34, cf22, a31e, 209b, 0
686e, fc76, 3216, cd07, 0
9d76, f121, 304e, dc26, 0
fca6, c8b5, fbb6, 76c0, 0
e35f, 01e5, 8900, f85d, 0
4ba9, 241a, 9145, 0774, 0
1f2f, 376d, 2e08, 0aa3, 0
dbc1, 3fc7, f1db, ebfa, 0
755e, fd87, bf59, e460, 0
1e80, d367, 0534, 56da, 0
d63a, d15a, 126a, 5dcc, 0
d215, c2d7, dd9f, 378e, 0
3285, b553, 53f5, 1b57, 0
af1d, dece, d683, 0cd1, 0
daca, 19cf, 388e, f8d1, 0
5713, 016f, 0b73, 6d1b, 1
6558, ec5b, 0d1c, 0c8a, 0
f775, 6e45, 34cb, 3342, 0
c8e5, 337f, e957, 0008, 0
ce0b, fcae, b54e, e017, 0
ea14, ddaf, f383, 369f, 0
c52e, 3293, f320, 5854, 0
db52, 24a6, 4fb1, 2461, 0
19e9, f876, 0b1c, 47d4, 0
bb84, c7b2, 1977, 4c5d, 0
004a, ca38, a9d8, d792, 0
4503, 159c, d834, c01f, 0
a946, 0595, 066a, bcfc, 0
e3e4, e304, c32b, e457, 0
e128, fd78, e453, b47e, 0
4bd1, e235, 7335, fa48, 0
2b4a, cd82, 343b, b444, 0
ee11, 64ab, f2aa, eb09, 0
f375, 9aa2, fe2c, 45e9, 0
d6a7, cf57, 2ba8, ece2, 0
ae6e, 0b10, d630, 37fd, 1
bf9c, cc48, f7bf, 2288, 0
4ec0, 2aec, 31e2, 2b75, 0
3ea2, e463, e679, c3ef, 0
5759, f21d, e865, 04d4, 0
04ed, e0fe, c3cc, 29b5, 0
65f7, fe64, 08b3, 2d6b, 0
4903, 124e, 5268, 0e83, 0
cdb5, 38c8, 22d2, 4e45, 0
a6e3, efaf, d496, efcf, 0
614d, 072a, 28bf, b96b, 0
dd54, 208e, 1af7, 2ea2, 0
9853, f091, c9d4, 1bd8, 0
fa7a, f55f, c434, e98c, 0
dbb6, 1be9, 6545, 16da, 0
5765, 24f5, 4420, 0212, 0
1ef7, a50a, da81, d117, 0
4083, 002b, e9f6, c49c, 0
defe, c412, 2f1a, 2475, 0
1dbc, d0ca, d861, 3a2e, 0
5405, ed09, d16d, e9ec, 1
4b35, ee07, e688, 9fd2, 0
4e50, d263, 1de2, 5dd1, 0
a8b6, e56e, 5053, de8d, 0
02c1, 984f, edf4, adb5, 0
d070, 0bdf, d543, 25f0, 0
f186, b6d9, 3ef2, 1b22, 0
0b3d, c71a, 2a45, eecf, 0
107a, d928, c152, 387f, 0
a173, 17b2, d193, 43fb, 0
a720, 1cd1, 0b95, 8c8d, 0
f869, 9ab8, 382e, 2d8a, 0
1c63, d37f, cbb2, f241, 0
0cc4, 0fe3, 09ae, 4687, 0
493e, 0b92, 4b56, 1187, 0
44f8, cf93, ea27, a3e6, 0
f8da, f57b, f9da, b691, 0
cb8d, b701, 0a95, 414b, 0
c27a, cc33, 3165, 3256, 0
000b, 5417, 3976, 1327, 0
56e9, 0f60, f2a3, 5f03, 1
14d0, cea2, 0543, dcff, 0
076a, e3f8, db78, d411, 0
dbf2, 008b, fe0d, 21d7, 0
6733, 107d, 6414, f072, 0
ee9d, 00ea, f09d, e447, 0
04ea, ad6b, fa08, 27f3, 0
f04d, fc9d, 70e6, fa28, 0
2f67, dbd1, 29cd, 1880, 0
49b6, de03, 6cce, f956, 0
ff0f, 6d85, fc29, f32e, 0
349e, 292f, dbe6, af2a, 0
a7dd, 1647, 38f0, e995, 0
40df, d6d6, ef55, d8de, 0
ceb2, 3a24, d0d5, 2398, 0
0ec7, f184, 436a, 175b, 0
ff44, 758b, 11ec, 251e, 0
ba40, e447, b4b6, 2631, 0
f791, 0c91, d5bb, 3bdf, 0
00b7, bb1a, ded3, 095d, 0
0fa8, 1758, 4912, faf1, 1
cbc0, 2091, b858, 0292, 0
08c8, 620a, b5dc, 22d6, 0
c83d, fde7, db76, 03a7, 0
4d8a, 166e, a7a1, 0e4b, 0
d3a1, c867, 18f8, 37fe, 0
a5bd, f908, 1c54, 1acd, 0
02ca, 1d75, caab, 074b, 0
cf54, f561, 3052, 2dce, 0
ec38, e1d7, bdf5, 17ce, 0
1e58, 5f52, 076e, 5fb1, 0
1396, a153, 0713, 757b, 0
4490, 2cc4, 9a00, 0a54, 0
2234, f040, cdb6, e77d, 0
ef1b, eb02, 387c, 45dd, 0
f87e, 6c7f, db20, d897, 0
5105, eddd, 6be8, efdd, 0
bb57, d680, fe46, 454c, 0
0bf3, 162d, e087, b773, 0
3945, 29bc, 626e, 151d, 0
4a3d, f504, 2f65, ea2e, 1
23b7, f058, ed65, 6af6, 0
c860, 2329, 642e, fdc3, 0
10f3, 2706, 09b6, caa7, 0
e6ce, acbf, 0f81, 60f4, 0
5808, e896, 2553, 2d0b, 0
5581, dba6, 0f83, 9276, 0
0ae5, 71f5, 1767, 3f6c, 0
eaf7, afc3, cc7a, 42d0, 0
0c9f, 20a7, 115f, c067, 0
fe63, f689, 0d6b, 3a87, 0
0955, ed5f, fc1e, 02a0, 0
cb65, 2668, 006e, 5647, 0
cfdc, cba1, 9e8a, 1365, 0
a56d, e444, cbf8, d136, 0
0cd5, b9e5, faf3, b5da, 0
ddb7, 1d25, 03f1, 96dc, 0
9d7b, 186d, cd0c, 3cda, 0
dee1, 22b5, e99c, 4980, 0
c6e1, caaa, 8292, fed4, 0
172a, deb9, e418, 27a8, 1
0e19, 0047, cadf, d08f, 0
db86, 0194, dcc6, 3e51, 0
29f2, 41b9, 4bc8, 1762, 0
57b0, de9c, 1747, 5b76, 0
0872, 1139, def6, b5cc, 0
af23, 0c1e, 01df, 8742, 0
11c9, b02f, b4cb, 1ebe, 0
17a0, e79f, 64f3, 161f, 0
fa72, 18f9, fa03, 9f20, 0
efad, 6f28, a2b9, 1cf5, 0
d607, e87b, e27d, 47c8, 0
b949, 1633, 326e, d504, 0
ff18, 29b4, f4c7, eaca, 0
de98, 3533, 0be9, 1272, 0
b26a, eda2, cd0c, 0586, 0
164a, d3ed, 07f2, 52b4, 0
dbaa, a802, f26b, f6bc, 0
160b, f5c9, a670, e353, 0
bc11, f9c3, 2fc6, d841, 0
cd84, b302, 0e1a, 38cd, 1
f0bd, 23c9, dd51, b9c0, 0
9994, f068, 6270, 1c38, 0
1a9a, a44e, 1534, 2315, 0
0234, d3ae, 03d1, e2ce, 0
3b20, d67f, 4028, 3beb, 0
f2b2, 403b, 3a2f, ff4d, 0
c784, 3a23, 272b, ea8d, 0
19a4, 5f76, d061, 0b0f, 0
a6c9, 1a47, 2291, 023b, 0
7921, fdfb, d871, 15e0, 0
f981, 2152, 5995, 03cb, 0
d8b3, e2f4, 011d, 652f, 0
a6fa, de49, 2dbd, 18c0, 0
0127, 5fe2, 493f, 0787, 0
02f1, e532, 3a58, 1d7a, 0
a011, f454, 2441, bec6, 0
6238, 18f1, f656, 0d99, 0
f81d, 6a9d, ca74, 4408, 0
004c, 9331, 0aa3, d705, 0
5cf2, 0462, 6da7, 10d5, 1
f10e, 5c63, d999, 1050, 0
3100, d960, fc93, c5b1, 0
0221, fda1, bb0f, 2979, 0
2943, e76b, 34c5, 3ed4, 0
0a19, 8a93, 0a1e, 3019, 0
d368, b4df, 240b, 2ad8, 0
f67a, f167, ce14, 4421, 0
394c, 04dc, e19b, e07b, 0
2e5d, caf7, 0d25, a073, 0
e066, af8b, d0e6, d548, 0
0b3f, 6e16, 0deb, 4614, 0
35df, d140, 3c31, d8ec, 0
e29c, 1643, 0200, 6848, 0
34dd, c633, 27cc, fd40, 0
a4cc, ec14, 4def, 1942, 0
13b6, eb60, 92da, f95c, 0
d077, f6f3, 058f, 5139, 0
c280, f745, f2d8, f61e, 0
ef8e, d74b, 9d2b, efa2, 0
325e, 3e4d, 3dc0, 2656, 1
0247, 3089, e5e5, beb2, 0
15a4, 1f8e, 6d22, 0721, 0
2cd5, e7f0, c0c3, ee27, 0
f591, b3bf, f3d6, 2f90, 0
f3b2, 4516, ecc2, c8f6, 0
caa4, 28b5, 3f7b, 0492, 0
4e45, d74f, 0f74, d0fd, 0
571a, e268, ef47, 3c68, 0
ad23, e3c5, 5a63, 245a, 0
34ea, 206a, 3ac0, fee4, 0
e673, 3ce0, b271, e64a, 0
ddeb, a488, a4ea, 0a4f, 0
19bf, 1267, cd2a, cb82, 0
6aad, eefe, 4d86, e489, 0
432d, d66a, 643a, fff9, 0
446d, dd2a, 84d4, fd7c, 0
1db9, 4437, f111, 0faa, 0
146d, a9b0, b1b1, 1ddf, 0
9443, 0e9d, c89a, ebdf, 0
15ce, ce99, 6d6d, 0ccb, 1
4c92, 0eb2, e941, f5d8, 0
2228, 224e, ea45, 5eb9, 0
54dc, f022, 1ed4, 39e7, 0
3076, 1da7, 2cda, cbba, 0
070f, 19d5, 0a0e, d8cf, 0
ecc5, 0590, 78de, fd1c, 0
0f53, b16a, 1c18, 559e, 0
d17e, e5ed, aed2, 269d, 0
6c72, 0301, 44d9, ff58, 0
09d9, c494, 4564, d3d6, 0
1f1d, efa7, ed49, d0a1, 0
211f, da2b, d5bc, dc25, 0
ba84, 16ea, f76b, 225d, 0
f1a1, 2dcb, b119, 109e, 0
d084, de9d, 0bcf, cd32, 0
0365, 1a3d, 5654, 0ee7, 0
9d3e, ee65, 48c5, d002, 0
dad5, c906, e71d, 143f, 0
f762, 0617, 6181, fa8e, 0
fa6c, 3f37, 1a80, edbc, 1
3228, cac4, 5f57, e69e, 0
04fc, 85ab, cc8d, 3d74, 0
24fc, 2845, 5f22, 0dd0, 0
0cbf, 2202, fe08, cf47, 0
c4b0, dcb5, a344, e25a, 0
02a1, bee6, 5c91, e693, 0
2bc6, 146c, d091, 1e30, 0
0072, 87d6, fbaa, 5cfa, 0
f12a, 4017, c216, 14f7, 0
1159, 3855, d6dc, 0716, 0
09f8, 3de4, 3cba, ddf1, 0
2694, bd0a, e925, 349c, 0
26b1, 1a23, 1afa, df1c, 0
fe5f, e7c7, c88b, 0113, 0
fe46, edbf, 24a2, d3a9, 0
ac1d, 00f8, 6caa, 0612, 0
ca29, d375, a560, f3cb, 0
eef5, 464f, cb5c, 2ba6, 0
084d, 3df6, 5573, 06d7, 0
33d7, 32cf, fb4e, 3926, 1
f306, be03, d5d0, f96c, 0
442f, d280, bf0f, 030c, 0
05dc, 08be, 2d14, e869, 0
a100, ed6c, 52fe, 1627, 0
bb99, 1f5b, 2be6, 210b, 0
2ff6, 193c, 2cba, 4bab, 0
a360, f686, 464c, d39a, 0
fde1, dadd, bdca, 10c5, 0
fa8f, 42d7, e065, 3dfb, 0
e363, 2f77, fa5a, 056a, 0
60c6, ea4e, 2a80, e2c0, 0
ae51, 2bc8, cb62, c791, 0
88a8, ff05, 1696, 04f2, 0
e70b, d270, e52a, 56f5, 0
190d, c578, 2450, a8ab, 0
40aa, eb1c, 2e7a, dbe6, 0
c133, c202, b4ce, d08b, 0
e3c8, a290, eff0, 4217, 0
1c09, caa9, 3af3, be3e, 0
da10, e549, 12b9, fe14, 1
44ff, 0995, 497e, cd17, 0
dcac, 36a5, 4a7f, 272d, 0
e232, 3c41, 0c00, 6575, 0
cc93, 2a6c, 8a32, fbbb, 0
6522, fbc8, 6644, e797, 0
1d4e, aa16, 2f25, 4dc5, 0
bec8, 1b44, ff9c, c4ba, 0
eadf, fb3a, a4cb, dccf, 0
e4ae, 08de, efce, 5552, 0
1aec, 3188, 901a, f3e5, 0
dae3, f6fc, f6e0, 12b7, 0
b878, 01e7, 4d82, 0504, 0
fca7, 1f70, e5a2, 0f69, 0
d697, 2bd5, e6c1, 2c22, 0
6f55, 06f9, 17b8, 2c9e, 0
0b7a, df14, 4f54, efdf, 0
1afa, 61e8, fb4f, 5190, 0
eb10, e2bf, caf1, eb14, 0
acaa, 2bb8, eef9, f253, 0
0ee3, 5f27, fd11, f8cc, 1
8d16, ff89, afac, d59f, 0
c749, df40, c53d, d857, 0
eee3, d8ba, 358e, 336b, 0
0328, 62e9, 0526, cc9b, 0
2004, d440, 0a21, a614, 0
1a96, f6ed, 4fec, e6e6, 0
e11b, 55b7, dda5, c4a3, 0
a7b9, 260d, fd9e, 55d2, 0
51fe, 215c, cd91, 32c4, 0
1721, cfaa, 1cd0, c550, 0
c6b3, 0532, 0ebf, e5fa, 0
c51a, bda0, 26fd, 2bf0, 0
e863, cd98, d848, f6be, 0
c8f0, e499, 093c, f407, 0
7915, 01c2, e0ff, a2da, 0
472c, 1a42, 9b4a, 0d45, 0
1b34, aaf7, 0721, dfd3, 0
c398, e242, 25d8, 0843, 0
48a2, e158, 13e1, 2d6b, 0
373f, 02e7, f8ae, e0ab, 1
472b, f987, 1c80, 4511, 0
0410, 514d, 4d3d, e1d0, 0
ff49, aaea, 0059, 92fc, 0
dd0c, 011e, ff03, 3c8d, 0
f8e1, 6047, 144b, b3da, 0
fcb3, 947f, b87f, 3473, 0
4285, c5e4, db5b, b242, 0
2b76, 302c, feb2, 3e62, 0
12a5, 30dc, 26d3, 2091, 0
33ae, 4024, 3cad, cb2a, 0
deb7, 2b58, 05d6, ccb9, 0
d305, 45f5, 9d42, 107b, 0
3f3a, ef8b, 256c, bc6b, 0
099f, d080, a960, e557, 0
c413, c196, cd94, d9f6, 0
ccbe, 4a49, 4788, ca62, 0
bc96, 1daa, 4993, d571, 0
1f80, b4db, 079a, 1518, 0
09ac, ed73, 3bea, 25c0, 0
a552, 113a, 3682, 2ae9, 1
f426, 68c2, f6cd, ea0c, 0
e688, d7e8, 0a2f, 12a3, 0
34da, f90b, 1e0d, 08b1, 0
2f04, d168, 444f, 0feb, 0
0221, c651, 3575, 3020, 0
fcac, 8786, c38e, ed1b, 0
fbc9, 1d6f, 0d20, b90d, 0
2062, 06d1, 0222, 6518, 0
3760, fac3, 6e1c, 0abb, 0
0288, bd0d, fd09, 029f, 0
d1f9, cd24, 0d89, 0cd3, 0
07b1, 1fce, d315, d666, 0
2f90, f823, 0007, 0845, 0
0da9, d9d8, e6a4, d2d7, 0
ae46, 1af2, 0cfd, 937d, 0
0bb1, 4b70, 1a85, dcfb, 0
d8c6, c9c9, dfda, 4319, 0
cd8d, f539, f650, 04aa, 0
2f47, c51b, 17c8, f9d1, 0
e243, ce02, 00f7, d9be, 1
2894, fa4b, 248e, 2844, 0
fc0d, 0af6, d8cc, ea61, 0
04e0, ffdb, af88, e6af, 0
7841, 0148, be29, ee1a, 0
26cc, e02a, c230, 1000, 0
0a12, 60d3, 28ef, d011, 0
de0f, a6e1, fa9a, a1da, 0
ad33, 01bf, dbfe, e563, 0
ff62, e8da, 554b, f2cf, 0
341e, 2933, eacc, 28db, 0
b1df, d66b, ddd3, 1223, 0
c592, c159, 02d8, 63cd, 0
a1d2, 1915, e9f6, 0d93, 0
46f6, 00f7, c4a0, f807, 0
ca03, 04bc, f898, 5703, 0
ee92, 2be3, 2533, b5f9, 0
cee8, dbe4, f8c1, 07e9, 0
bcf9, c354, ed1a, 51f5, 0
3908, 099e, f94f, bdd6, 0
dada, a8f2, 53ab, ff77, 1
c3ee, 4019, 2195, 107b, 0
2e61, df60, aa5f, 1535, 0
bc78, fef3, 38c3, c57d, 0
2968, f906, 5c4d, e3a2, 0
fd4d, 58ba, e2ff, 59a9, 0
61cb, ed5d, 5005, 06f7, 0
f412, 4271, b505, 0059, 0
c147, cc5a, b5bb, 1f1d, 0
b0c7, f554, e990, 2b8f, 0
d12b, 0147, c2c5, 1eb8, 0
268e, 2a02, e55a, cf1d, 0
c5cf, 2ba2, 1cf2, 3d0c, 0
e5bd, 185b, bdf9, 137d, 0
d01a, ed5c, 1b6f, 2c62, 0
58e3, 1561, c344, de97, 0
f580, 9917, 0f88, b13f, 0
d073, 49e1, df0a, 17eb, 0
ce35, 099b, ae33, 013b, 0
3472, faa1, 2489, 38b6, 0
69cb, fb2d, cbd0, 27c8, 1
ea72, 4a0d, 655c, e736, 0
aa4d, 2651, ccc2, dd6a, 0
5a08, e222, 98c1, ef69, 0
d7d0, c3ff, 1461, df46, 0
31f4, b420, 21ff, 0c25, 0
10af, 999b, 646e, fc03, 0
db34, 3f95, f631, 57db, 0
6656, f580, 0b1a, bf97, 0
b81d, 130e, ca2e, e68b, 0
eb64, ed82, 1408, 435f, 0
c8e9, d262, 2fc7, 20a9, 0
dba3, 4ada, b75a, e1ee, 0
e7d3, 3e64, a2f9, 024b, 0
